SMILES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,AromaticRings
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2scc3nccnc23)s1,1.7301,2.6215,3.107,3.1418,3.2132,3.7144,3.7592,3.9154,4.0397,4.047,4.2066,4.2786,4.3199,4.4391,4.4406,1.4135,1.7232,2.6969,2.9106,2.9186,3.1013,3.162,3.2428,3.4549,3.5579,3.6028,3.6888,3.6938,3.9143,3.9706,5
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2scc3nccnc23)o1,2.0152,2.617,3.2349,3.3404,3.5945,3.9191,4.0529,4.0628,4.1972,4.3138,4.3177,4.4173,4.4972,4.7422,4.7608,1.4456,2.0098,2.7267,3.0224,3.0708,3.2703,3.3355,3.5847,3.6361,3.68,3.7028,3.709,4.0424,4.0611,4.1297,5
CC1(C)c2ccccc2N(c2scc3nccnc23)c2ccccc21,2.011,3.2403,3.3914,3.4898,3.6144,3.7675,4.2441,4.3307,4.3863,4.4707,4.6142,4.7826,4.8195,5.0143,5.4848,1.9254,1.9923,2.7072,3.2669,3.3327,3.4875,3.6206,3.6673,3.7705,3.7927,3.9677,4.0192,4.2222,4.3042,4.3211,4
CC1(C)c2ccccc2N(c2ccc(-c3scc4nccnc34)cc2)c2ccccc21,1.9413,2.8799,3.1979,3.3223,3.4745,3.589,3.713,3.7218,4.0768,4.2104,4.2907,4.3231,4.453,4.5744,4.5891,1.6566,1.9385,2.6901,3.21,3.2433,3.2804,3.314,3.4739,3.5719,3.5876,3.6121,3.6636,3.7468,3.9133,3.9221,5
CC1(C)c2ccccc2N(c2ccc(-c3scc4nccnc34)s2)c2ccccc21,2.1048,2.6066,3.1995,3.4511,3.5248,3.6147,3.7249,3.9737,4.0654,4.2548,4.3077,4.3251,4.3304,4.3829,4.4373,1.4061,2.098,2.7044,2.852,3.2338,3.3188,3.4416,3.4838,3.5238,3.6523,3.6564,3.6896,3.7599,3.9056,3.9648,5
CC1(C)c2ccccc2N(c2ccc(-c3scc4nccnc34)o2)c2ccccc21,2.2636,2.7265,3.1711,3.624,3.7483,3.8272,3.9004,4.281,4.3585,4.3795,4.4645,4.4833,4.712,4.8726,4.9121,1.5503,2.2614,2.6599,3.1439,3.3173,3.3476,3.6205,3.658,3.6818,3.7498,3.8033,3.8169,3.914,4.0158,4.1115,5
CN1c2ccccc2N(c2scc3nccnc23)c2ccccc21,1.4416,2.9534,3.2356,3.4143,3.51,3.7086,3.7955,3.8226,3.9717,4.1073,4.152,4.2686,4.5199,5.0003,5.0448,1.4289,1.924,2.6764,2.8049,2.9693,3.2646,3.349,3.4028,3.5334,3.6888,3.7928,3.8614,4.0255,4.1126,4.215,4
CN1c2ccccc2N(c2ccc(-c3scc4nccnc34)cc2)c2ccccc21,1.4013,2.8029,2.8767,2.9231,3.1998,3.2096,3.5627,3.7205,3.7443,3.9858,4.0544,4.0928,4.1872,4.2938,4.3498,1.399,1.6558,2.69,2.7297,2.8183,2.9241,3.1757,3.2475,3.2813,3.3961,3.4575,3.5564,3.6523,3.7224,3.902,5
CN1c2ccccc2N(c2ccc(-c3scc4nccnc34)s2)c2ccccc21,1.4366,2.5949,2.8555,2.9367,3.2019,3.5315,3.6675,3.7304,3.9428,3.9809,4.0345,4.136,4.1454,4.2981,4.371,1.4019,1.4322,2.692,2.7975,2.876,2.9072,2.9546,3.2469,3.3573,3.3935,3.4427,3.5636,3.6625,3.7285,3.8526,5
CN1c2ccccc2N(c2ccc(-c3scc4nccnc34)o2)c2ccccc21,1.9665,2.7654,3.2396,3.4237,3.5876,3.5963,3.8051,4.0203,4.1697,4.2195,4.2766,4.3441,4.4023,4.5521,4.5767,1.1753,2.3297,2.7269,2.7996,3.0338,3.2094,3.2662,3.3451,3.5363,3.6481,3.8321,3.9173,3.9943,4.0302,4.1802,5
Cc1cccc2c3cccc(C)c3n(-c3scc4nccnc34)c12,2.3036,2.6327,3.2227,3.3166,3.5258,4.215,4.2266,4.4302,4.5454,4.6313,4.912,4.9543,4.9981,5.0048,5.0223,1.888,2.287,2.6382,2.6903,3.1783,3.2836,3.4786,3.52,3.9833,3.9944,4.0887,4.2093,4.2931,4.4561,4.4988,5
O=c1c2ccccc2n(-c2scc3nccnc23)c2ccccc12,2.3614,3.2299,3.296,3.4674,3.5841,3.6671,3.6689,3.7078,3.8408,4.4911,4.5082,4.5392,4.5992,4.8655,4.9253,1.9614,2.3336,2.7129,2.8835,3.1742,3.281,3.3029,3.4176,3.4195,3.6653,3.6681,3.8702,3.9781,4.0448,4.1178,5
O=c1c2ccccc2n(-c2ccc(-c3scc4nccnc34)cc2)c2ccccc12,2.42,2.9199,3.1872,3.3017,3.5891,3.6421,3.7413,3.7565,3.7672,3.8853,4.1202,4.1806,4.2404,4.2827,4.4566,1.6693,2.4169,2.6851,2.7932,3.1913,3.2481,3.2717,3.3026,3.3855,3.4334,3.7369,3.743,3.7592,3.7737,3.8511,6
O=c1c2ccccc2n(-c2ccc(-c3scc4nccnc34)s2)c2ccccc12,2.4308,2.6483,3.1879,3.3012,3.5861,3.6794,3.7026,3.7029,3.7694,3.8164,3.8412,4.048,4.0891,4.316,4.4637,1.4263,2.4148,2.7114,2.8548,2.9172,3.1801,3.2386,3.2995,3.4108,3.4189,3.5054,3.7022,3.7112,3.7302,3.8032,6
O=c1c2ccccc2n(-c2ccc(-c3scc4nccnc34)o2)c2ccccc12,2.6583,2.6995,3.2332,3.504,3.5905,3.6689,3.7384,3.9025,3.9095,4.0992,4.2171,4.2629,4.3752,4.5336,4.5689,1.4688,2.6677,2.7523,2.9111,3.0886,3.184,3.265,3.4208,3.4257,3.5013,3.6606,3.738,3.9017,3.9085,3.9962,6
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4scc5nccnc45)s3)c12,2.2838,2.5879,2.6094,3.1932,3.4828,3.6765,3.8525,4.0094,4.0524,4.1931,4.1955,4.2703,4.3994,4.5887,4.632,1.3981,2.2715,2.5957,2.7099,2.8763,3.1793,3.2454,3.4672,3.4691,3.5249,3.6565,3.6617,4.0175,4.0296,4.0402,6
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2scc3nccnc23)cc1,2.4215,2.9206,3.0494,3.2047,3.8261,3.9415,3.9792,4.045,4.2634,4.3306,4.3449,4.528,4.5476,4.5757,4.7515,1.5944,2.5522,2.6963,2.9055,3.1522,3.1881,3.2846,3.3524,3.7837,3.8535,3.9059,3.9542,3.9909,4.0501,4.2146,6
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2scc3nccnc23)s1,2.2965,2.849,2.8623,3.2097,3.6946,3.8159,3.929,3.9524,4.2292,4.2932,4.3383,4.427,4.5539,4.5592,4.6399,1.3515,2.4918,2.7192,2.8374,2.8721,3.1836,3.2541,3.3818,3.5514,3.6966,3.8285,3.883,4.063,4.0735,4.2033,6
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4scc5nccnc45)cc3)c12,2.2148,2.5917,2.8833,3.1932,3.4847,3.5684,3.9958,4.0106,4.0334,4.1088,4.1997,4.2699,4.4336,4.484,4.5549,1.6551,2.2119,2.5888,2.6883,3.1749,3.2216,3.2752,3.3782,3.4812,3.5604,3.797,3.8721,3.9111,4.0034,4.1069,6
c1ccc2c(c1)c1ccccc1n2-c1scc2nccnc12,2.4113,2.7757,3.2447,3.4922,3.7948,4.1404,4.4589,4.5377,4.6034,4.6334,5.0061,5.0099,5.0469,5.0801,5.0964,1.8464,2.5045,2.7479,2.7718,3.1801,3.308,3.4745,3.7897,3.9667,4.1004,4.1107,4.2988,4.5085,4.5656,4.5725,5
c1ccc(-c2scc3nccnc23)cc1,2.7837,3.1881,3.8126,4.299,4.5048,4.5958,4.873,4.926,5.0752,5.2683,5.5324,5.6546,5.7215,5.8855,5.9424,1.5806,2.6829,3.2425,3.2719,3.6041,3.8892,4.145,4.295,4.3322,4.4443,4.7346,4.8075,4.9444,5.02,5.1361,3
COc1ccc(-c2scc3nccnc23)cc1,2.6577,3.2318,3.997,4.1087,4.3191,4.4543,4.6287,5.0141,5.1576,5.1939,5.4114,5.6677,5.6999,5.7695,5.9162,1.5793,2.7103,3.1989,3.3096,3.5367,3.8362,3.9638,4.0767,4.3373,4.3555,4.6061,4.9058,4.9447,5.0664,5.2062,3
Nc1ccc(-c2cc3sc4ccsc4c3s2)cc1,3.5333,4.1785,4.2693,4.3632,4.5014,4.589,4.7886,5.0907,5.1267,5.1824,5.1884,5.3662,5.3725,5.402,5.4897,2.2692,3.217,3.5354,3.6042,3.9457,4.1686,4.2872,4.3103,4.4026,4.5219,4.6762,4.84,4.8931,4.9682,5.0797,4
c1ccc2c(c1)ccn2-c1cc2sc3ccsc3c2s1,3.6424,4.1025,4.2348,4.4355,4.4885,4.6444,4.697,4.8672,4.9683,5.0193,5.0659,5.2126,5.2999,5.3352,5.4437,2.4886,3.1737,3.6073,3.6552,3.8651,4.0384,4.1525,4.2188,4.3937,4.5169,4.5577,4.7511,4.7815,4.8598,4.8832,5
c1cc2cc(-c3cc4sc5ccsc5c4s3)ccc2o1,3.5607,3.9753,4.154,4.376,4.4999,4.6074,4.6387,4.8899,4.9731,5.1225,5.185,5.2369,5.3388,5.4125,5.4675,2.2163,3.2006,3.4406,3.5012,3.6274,3.9171,4.2442,4.3305,4.3414,4.4649,4.5619,4.7648,4.8489,4.8831,4.9785,5
c1nc2cc(-c3cc4sc5ccsc5c4s3)ccc2[nH]1,3.5352,4.0127,4.166,4.4676,4.5198,4.619,4.6218,4.887,4.968,5.1277,5.1869,5.2327,5.4449,5.4779,5.4909,2.2118,3.2215,3.4547,3.6306,3.6859,4.0592,4.2571,4.3121,4.3428,4.4481,4.5865,4.8527,4.8678,4.935,4.9716,5
c1cc(-c2cc3sc4ccsc4c3s2)c2ncoc2c1,3.3658,3.8671,4.1576,4.5113,4.5437,4.6893,4.7241,4.8226,4.9352,5.0616,5.1951,5.2175,5.4076,5.4716,5.5372,2.108,3.1471,3.2683,3.7334,4.0153,4.0514,4.1366,4.382,4.4279,4.541,4.5448,4.6606,4.8654,4.8996,4.9499,5
c1cc2sc3cc(-c4ccc5[nH]nnc5c4)sc3c2s1,3.4425,3.7649,4.0042,4.5298,4.5429,4.5756,4.6802,4.7101,4.8349,4.8461,5.0335,5.1894,5.2397,5.3255,5.389,2.1839,3.0763,3.3504,3.3808,3.6055,4.0919,4.1876,4.2929,4.3804,4.3813,4.4636,4.5019,4.5464,4.7183,4.8505,5
CN(C)c1ccc(-c2cc3sc4ccsc4c3s2)cc1,3.3985,4.1245,4.2363,4.2814,4.4177,4.5158,4.6492,5.0656,5.1309,5.1681,5.1803,5.2187,5.3191,5.3786,5.4084,2.2408,3.1619,3.5288,3.5454,3.8675,4.0511,4.2346,4.312,4.352,4.4697,4.6193,4.8412,4.8816,4.9311,5.0207,4
c1cc2cc(-c3cc4sc5ccsc5c4s3)ccc2cn1,3.2966,3.7103,3.8329,4.0678,4.0813,4.4369,4.5736,4.6235,4.6755,4.7163,4.8156,4.8351,5.1158,5.1952,5.2104,2.0571,2.7661,3.2705,3.3642,3.6482,3.6582,3.7169,4.1081,4.1798,4.1901,4.3571,4.4114,4.4457,4.5398,4.7061,5
c1cnc2ncc(-c3cc4sc5ccsc5c4s3)cc2c1,3.1985,3.6862,3.7021,3.7501,4.3466,4.3488,4.3842,4.4183,4.51,4.5553,4.6549,4.7369,4.8064,5.0097,5.1071,2.0651,2.9091,3.2369,3.3148,3.3565,3.5424,3.8523,3.9872,4.0935,4.1631,4.2256,4.2466,4.3703,4.3912,4.472,5
c1cnc2ccc(-c3cc4sc5ccsc5c4s3)cc2c1,3.268,3.6655,3.8691,4.15,4.2154,4.3999,4.4857,4.5413,4.6355,4.6764,4.805,4.875,5.089,5.1907,5.2091,2.0664,2.788,3.3196,3.368,3.5208,3.6979,3.9411,4.0428,4.1496,4.2527,4.3403,4.3823,4.3884,4.5034,4.6574,5
c1cc2sc3cc(-c4cnc5cnncc5c4)sc3c2s1,3.0971,3.1122,3.5519,3.5766,3.674,4.0551,4.2011,4.3774,4.4969,4.5648,4.5748,4.6402,4.7014,4.7754,4.8014,2.0306,2.7617,2.8608,3.0756,3.1282,3.2804,3.5256,3.6264,3.9461,4.0582,4.0845,4.1288,4.2338,4.3918,4.4678,5
Fc1cc(-c2cc3sc4ccsc4c3s2)cc(F)c1F,3.5345,3.9856,4.4255,4.5549,4.562,4.735,4.8912,4.9426,5.1279,5.2006,5.2089,5.2699,5.4158,5.6051,5.6248,2.1795,3.2861,3.3291,4.0003,4.0377,4.18,4.3031,4.3908,4.4572,4.5364,4.5542,4.8589,4.8787,4.9568,5.1741,4
c1cc(-c2cc3sc4ccsc4c3s2)c2ccsc2c1,3.5364,4.0822,4.1332,4.2558,4.4423,4.5668,4.7105,4.8358,4.9158,5.0658,5.0825,5.1059,5.1324,5.1961,5.2303,2.3358,2.9892,3.4709,3.5902,3.8983,3.9573,4.1141,4.2145,4.2639,4.3619,4.5293,4.6377,4.7224,4.8158,4.8399,5
c1ccc2sc(-c3cc4sc5ccsc5c4s3)nc2c1,3.2782,3.7349,3.9228,4.2427,4.6066,4.6096,4.6463,4.7631,4.81,4.83,4.8715,5.1278,5.1808,5.2576,5.2835,2.0594,3.0605,3.1548,3.4209,3.8096,4.0223,4.0645,4.2206,4.2719,4.3226,4.4938,4.5903,4.6776,4.7408,4.825,5
O=c1ccn(-c2cc3sc4ccsc4c3s2)c2ccccc12,3.674,3.6883,4.1532,4.1924,4.282,4.3154,4.3903,4.7526,4.7888,4.8164,4.8209,4.8499,4.954,4.9659,5.1117,2.5792,3.0348,3.2582,3.5185,3.5241,3.6801,3.8893,3.9234,4.1898,4.2386,4.3426,4.365,4.6289,4.672,4.717,5
c1cnc2c(c1)ccc1cc(-c3cc4sc5ccsc5c4s3)cnc12,3.2587,3.473,3.8008,3.8224,3.9411,4.081,4.095,4.2419,4.2625,4.3451,4.4615,4.585,4.6354,4.707,4.7657,2.1102,2.8508,3.1536,3.2571,3.2898,3.4091,3.4304,3.6315,3.7854,3.974,4.0808,4.1207,4.1245,4.2221,4.2729,6
c1ccc2c(c1)-c1ccccc1C2c1cc2sc3ccsc3c2s1,3.9882,4.0945,4.3154,4.3761,4.4737,4.656,4.6779,4.7205,4.7418,4.8663,4.9343,4.9386,5.1163,5.1415,5.2048,2.5533,3.0613,3.6384,3.8229,3.9219,3.9743,4.0374,4.2131,4.3016,4.3946,4.4084,4.4378,4.5687,4.6345,4.6953,5
c1ccc2c(c1)Oc1ccc(-c3cc4sc5ccsc5c4s3)cc1O2,3.2639,3.7789,4.0674,4.1043,4.2878,4.4125,4.446,4.6042,4.7029,4.8331,4.9014,4.976,5.0123,5.0648,5.1865,2.1266,2.979,3.3924,3.4334,3.5707,3.7414,3.859,3.9899,4.2146,4.2243,4.3032,4.3187,4.4457,4.4515,4.7179,5
c1cc2sc3cc(-c4cc5c6c(c4)CCCN6CCC5)sc3c2s1,3.2648,3.9801,4.1478,4.2987,4.3037,4.4054,4.5282,4.8644,5.022,5.1474,5.1547,5.1767,5.2124,5.2876,5.3462,2.1841,3.0513,3.3776,3.5613,3.767,3.9285,4.1394,4.2649,4.2811,4.3322,4.3782,4.8337,4.8406,4.9222,4.9607,4
c1cc2sc3cc(-c4ccc(-c5cc6c7c(c5)CCCN7CCC6)cc4)sc3c2s1,3.0105,3.6841,4.0074,4.0942,4.1467,4.2019,4.4166,4.5247,4.5715,4.5876,4.6503,4.8556,4.9132,4.9797,4.9917,2.179,2.7376,3.3868,3.455,3.4655,3.4986,3.7493,4.0091,4.1302,4.2367,4.2719,4.2738,4.3115,4.3902,4.4225,5
c1cc2sc3cc(-c4ccc(-c5cc6c7c(c5)CCCN7CCC6)s4)sc3c2s1,2.8263,3.5385,3.9067,3.9626,3.9984,4.1281,4.364,4.4112,4.4633,4.49,4.6454,4.7151,4.8159,4.8575,4.9509,1.833,2.6134,3.2133,3.3599,3.3988,3.4183,3.9123,3.9439,4.0028,4.0419,4.1043,4.2046,4.2537,4.3124,4.3603,5
c1ccc2c(c1)CCc1ccccc1N2c1cc2sc3ccsc3c2s1,3.3812,3.6047,3.6784,3.8475,4.0616,4.2156,4.359,4.564,4.7664,4.8695,5.0182,5.1128,5.1418,5.1623,5.1887,2.388,3.2548,3.511,3.562,3.7041,3.7248,3.8077,3.8315,4.0081,4.0859,4.2004,4.4987,4.5571,4.593,4.6212,5
CC1(C)c2ccccc2-c2cc(-c3cc4sc5ccsc5c4s3)ccc21,3.6065,3.8292,4.1422,4.1895,4.4824,4.5958,4.6403,4.6951,4.7054,4.7784,4.8998,4.9951,5.059,5.1348,5.1687,2.3065,3.026,3.4463,3.4732,3.6109,3.7967,4.0277,4.1968,4.2774,4.2897,4.3968,4.5079,4.5182,4.6207,4.6477,5
c1ccc2cc3c(cc2c1)c1ccccc1n3-c1cc2sc3ccsc3c2s1,3.2769,3.4944,3.9818,4.0008,4.1014,4.1537,4.368,4.4813,4.5429,4.5591,4.6117,4.7106,4.7151,4.8826,4.9026,2.3583,2.574,3.2171,3.268,3.5315,3.5428,3.8172,3.8832,3.9757,4.0424,4.0981,4.1628,4.2709,4.3307,4.4653,7
c1cc(-c2cc3sc4ccsc4c3s2)cnn1,3.1807,3.4505,3.7695,4.061,4.2961,4.6593,4.688,4.7563,4.8332,4.9202,4.9463,5.1313,5.1891,5.2053,5.2391,2.1472,2.594,3.1854,3.2925,3.5636,3.9415,4.0578,4.1571,4.3445,4.4185,4.5138,4.6152,4.6418,4.6531,4.8601,4
c1c[nH]c(-c2cc3sc4ccsc4c3s2)n1,3.5607,4.1955,4.2018,4.5456,4.5963,4.9422,5.0382,5.0822,5.1617,5.2287,5.4147,5.5252,5.5259,5.6653,5.7215,2.1675,3.3451,3.4637,4.05,4.1778,4.2648,4.4382,4.5549,4.7416,4.7764,4.9034,4.9444,4.9659,5.1242,5.2523,4
c1ccc2[nH]c(-c3cc4sc5ccsc5c4s3)nc2c1,3.3866,3.9389,4.0719,4.2757,4.2904,4.6533,4.6876,4.8138,5.0407,5.049,5.1435,5.2308,5.3121,5.3768,5.3808,2.127,3.1211,3.357,3.4471,3.936,4.133,4.1608,4.2027,4.34,4.4962,4.504,4.6876,4.788,4.8971,4.9068,5
c1ccc(-c2ccc(-c3cc4sc5ccsc5c4s3)cn2)nc1,3.2237,3.8177,3.9878,4.057,4.144,4.4062,4.4084,4.5499,4.689,4.7268,4.8126,4.835,4.9147,4.9288,5.0129,2.0755,2.96,3.277,3.609,3.6482,3.6869,3.9589,4.0074,4.1181,4.1324,4.2854,4.386,4.3901,4.4483,4.511,5
c1ccc2c(c1)Cc1ccc(-c3cc4sc5ccsc5c4s3)cc1-2,3.4999,3.8141,4.0724,4.1466,4.4601,4.5172,4.6527,4.6996,4.7185,4.8041,4.8202,4.9951,5.0141,5.1259,5.1649,2.1817,3.0585,3.3861,3.4018,3.5561,3.7427,4.0325,4.1908,4.2594,4.3028,4.3595,4.4341,4.4783,4.6308,4.6775,5
c1cc2c(cn1)c1cnccc1n2-c1cc2sc3ccsc3c2s1,4.1305,4.2279,4.2662,4.3701,4.3765,4.5598,4.6508,4.673,4.7194,4.7631,4.8474,4.8792,4.9021,4.9578,4.9859,2.578,3.2806,3.5142,3.8713,3.8878,4.1863,4.2562,4.3087,4.335,4.3477,4.3631,4.4118,4.415,4.4617,4.5598,6
c1cc2c(-c3cc4sc5ccsc5c4s3)c3occc3cc2o1,3.2334,3.7794,3.8923,4.2061,4.3575,4.4544,4.6115,4.8192,4.8803,4.989,5.0324,5.107,5.1878,5.2477,5.3623,1.9941,2.8058,3.2833,3.3376,3.821,3.9001,4.077,4.151,4.2442,4.312,4.4536,4.4543,4.6642,4.8253,4.8548,6
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cc3sc4ccsc4c3s2)s1,2.9017,3.4189,3.7914,3.9357,3.9954,4.0808,4.1542,4.2186,4.3546,4.3843,4.4445,4.5455,4.6651,4.694,4.7708,2.1254,2.8785,3.0426,3.1424,3.3695,3.5014,3.6997,3.8508,3.8574,3.9172,4.0064,4.0662,4.0904,4.165,4.1956,6
c1ccc(N(c2ccccc2)c2cc3sc4ccsc4c3s2)cc1,3.3699,3.9992,4.0736,4.3195,4.4115,4.416,4.4587,4.5186,4.6771,4.9905,5.0486,5.1147,5.1245,5.1671,5.1875,2.3561,3.2116,3.3953,3.5906,3.7113,3.7955,4.01,4.0638,4.1004,4.302,4.3494,4.3734,4.5113,4.7532,4.7918,5
CN(C)c1ccc2cc(-c3cc4sc5ccsc5c4s3)ccc2c1,3.1708,3.5484,3.8887,4.1079,4.2141,4.3573,4.3812,4.5095,4.5229,4.7451,4.9236,5.0378,5.119,5.1761,5.1906,2.1119,2.6589,3.2537,3.3643,3.4663,3.5995,3.8301,4.0491,4.1349,4.2571,4.2713,4.3282,4.3859,4.6341,4.7891,5
c1cc2sc3cc(-c4ccc(N5CCC5)cc4)sc3c2s1,3.4123,4.1274,4.2462,4.2792,4.4318,4.5298,4.6581,5.0669,5.1251,5.1713,5.1811,5.2394,5.322,5.3765,5.414,2.2459,3.1653,3.5342,3.5467,3.8817,4.0589,4.2444,4.3115,4.3628,4.4757,4.6314,4.8409,4.8793,4.9295,5.0254,4
CN(C)c1cccc2cc(-c3cc4sc5ccsc5c4s3)ccc12,3.4067,3.5215,3.8304,4.083,4.1228,4.3604,4.4875,4.5565,4.6765,4.7077,4.7572,4.8119,5.0479,5.1566,5.1945,2.2004,2.6272,3.3684,3.3749,3.4439,3.6965,3.8735,4.0865,4.2275,4.2735,4.3764,4.4155,4.5006,4.5255,4.5499,5
CN1c2ccccc2N(C)c2cc(-c3cc4sc5ccsc5c4s3)ccc21,2.7023,3.5815,3.6333,3.8968,4.0828,4.1383,4.1568,4.2686,4.3959,4.4346,4.6886,4.766,4.8495,4.9423,5.0271,1.9552,2.6713,3.0384,3.3401,3.3684,3.4479,3.4705,3.8955,3.9664,4.0141,4.1891,4.2107,4.2608,4.3161,4.4659,5
CN(C)c1cc2sc3ccsc3c2s1,3.8329,4.0407,4.3696,4.6652,5.0207,5.0853,5.1771,5.2079,5.4189,5.4987,5.5508,5.906,5.9311,5.9812,6.1795,2.4397,3.7024,3.8466,3.8809,4.2072,4.5236,4.803,4.8181,4.8761,5.0232,5.0674,5.2932,5.5154,5.5307,5.6411,3
CCN(CC)c1cc2sc3ccsc3c2s1,3.7919,4.2834,4.5044,4.5485,4.9708,5.0865,5.1574,5.1871,5.3663,5.4293,5.6789,5.8269,5.9175,5.9657,6.0998,2.4287,3.663,3.7273,4.0909,4.3376,4.4319,4.6103,4.8427,4.9016,5.0318,5.1659,5.341,5.4693,5.52,5.575,3
c1cc2sc3cc(N4CCC4)sc3c2s1,3.8407,3.9724,4.3578,4.68,5.0148,5.0433,5.1537,5.2097,5.3423,5.4988,5.6051,5.8844,5.932,5.944,6.1844,2.442,3.7,3.8193,3.8614,4.1953,4.5279,4.78,4.8209,4.8768,4.998,5.0687,5.1983,5.5011,5.5147,5.6482,3
c1cc2sc3cc(N4CCOCC4)sc3c2s1,4.0928,4.3217,4.4475,4.6613,4.8265,5.1632,5.1855,5.2924,5.3116,5.3584,5.6074,5.7625,5.8381,5.9214,5.9471,2.5461,3.5896,3.8482,4.2129,4.3913,4.4676,4.6139,4.8446,4.9142,5.2519,5.2699,5.2861,5.3431,5.399,5.5192,3
CCN(CC)c1ccc(-c2cc3sc4ccsc4c3s2)cc1,3.3615,4.0676,4.2186,4.286,4.3884,4.4879,4.6188,5.035,5.1234,5.1576,5.1788,5.2022,5.2906,5.3601,5.3994,2.2277,3.1415,3.4596,3.548,3.85,4.0281,4.2124,4.3133,4.331,4.4472,4.6179,4.8393,4.8626,4.9207,5.0089,4
c1cc2sc3cc(N4CCNCC4)sc3c2s1,3.8307,4.1331,4.4284,4.616,5.0128,5.0978,5.1794,5.1958,5.2657,5.4163,5.4893,5.5368,5.885,5.9146,5.9834,2.4413,3.6965,3.8037,3.9713,4.2611,4.4965,4.7837,4.8247,4.8727,5.051,5.1062,5.1916,5.3768,5.5073,5.5345,3
O=S1(=O)c2ccccc2-c2cc(-c3cc4sc5ccsc5c4s3)ccc21,3.2531,3.6006,3.7561,4.0238,4.18,4.3507,4.4941,4.5693,4.6089,4.7101,4.7586,4.7592,4.8511,4.8561,4.9421,2.1054,2.9301,3.2286,3.3277,3.3733,3.7566,3.9089,4.0077,4.0954,4.1528,4.2657,4.303,4.4021,4.4424,4.5255,5
c1ccc2c(c1)c1ccccc1c1[nH]c(-c3cc4sc5ccsc5c4s3)nc21,3.1031,3.6304,3.8079,3.9647,4.0531,4.0731,4.1035,4.4042,4.5255,4.5783,4.6211,4.7664,4.9528,4.9654,5.0198,2.054,2.8352,3.1807,3.2619,3.3692,3.5094,3.6495,3.7481,3.8776,3.9872,4.1011,4.2019,4.269,4.3632,4.396,7
c1ccc2c(c1)c1ccccc1c1nc(-c3cc4sc5ccsc5c4s3)cnc21,3.0453,3.4496,3.6096,3.6366,3.6679,3.7785,3.9881,4.1765,4.1824,4.2412,4.2847,4.3088,4.4171,4.577,4.6983,2.0518,2.8434,2.8744,3.1101,3.1535,3.2022,3.4352,3.4635,3.6177,3.7608,3.8155,3.9536,3.9781,4.0334,4.0558,7
c1cc2sc3cc(-c4ccc(N5CCOCC5)cc4)sc3c2s1,3.4033,4.0808,4.233,4.275,4.4228,4.5258,4.6521,5.02,5.103,5.1652,5.1823,5.2324,5.3193,5.3657,5.3979,2.2446,3.1611,3.4825,3.5388,3.87,4.0534,4.2407,4.3087,4.3638,4.4674,4.6403,4.8371,4.8523,4.9102,5.0147,4
COc1ccc(N(c2ccc(OC)cc2)c2cc3sc4ccsc4c3s2)cc1,3.198,3.7495,3.9308,4.1403,4.2345,4.34,4.3504,4.4199,4.5396,4.6876,4.93,5.0208,5.0736,5.1164,5.1288,2.2814,3.1738,3.3056,3.3613,3.619,3.6389,3.7534,3.9056,3.9703,4.2036,4.3324,4.355,4.478,4.5765,4.6429,5
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc4sc5ccsc5c4s3)cc2)cc1,3.0206,3.5723,3.8267,4.0232,4.0713,4.1025,4.1356,4.2001,4.3478,4.4495,4.5199,4.5484,4.7269,4.822,4.9248,2.1617,2.8865,3.1611,3.2451,3.4858,3.509,3.5883,3.6306,3.639,3.9525,4.1918,4.2652,4.2756,4.2922,4.3213,6
c1ccc(N(c2ccccc2)c2ccc(-c3cc4sc5ccsc5c4s3)cc2)cc1,3.1302,3.7633,3.8686,3.9834,4.1452,4.1741,4.2385,4.3859,4.4487,4.5436,4.6163,4.8144,4.8286,4.8961,4.9454,2.1863,2.934,3.1824,3.3997,3.4694,3.5616,3.6923,3.8302,3.9682,3.9946,4.2382,4.2505,4.2621,4.3157,4.3945,6
Cc1ccc(N(c2ccc(C)cc2)c2cc3sc4ccsc4c3s2)cc1,3.2988,3.9516,3.9908,4.2717,4.3691,4.389,4.4103,4.4566,4.6151,4.9862,5.0305,5.0779,5.1055,5.126,5.1336,2.3294,3.1671,3.348,3.5994,3.6121,3.7622,3.9169,3.9984,4.0517,4.2792,4.3252,4.3497,4.4805,4.7414,4.8012,5
c1ccn(-c2ccc(-c3cc4sc5ccsc5c4s3)cc2)c1,3.4878,3.753,4.1066,4.206,4.2464,4.5362,4.6097,4.6454,4.7028,4.9507,5.0134,5.0382,5.0737,5.1723,5.2109,2.2619,3.1984,3.3735,3.4365,3.7785,3.8817,4.1802,4.2444,4.2817,4.3479,4.441,4.5086,4.5617,4.6065,4.8125,5
